vm,hour,n,mean,std,aic_lognorm,aic_norm,aic_gamma,aic_weibull_min,ksp_lognorm,ksp_norm,ksp_gamma,ksp_weibull_min,best_aic
2013-7/304,8,348,3.285139573070608,1.1106006215790458,690.3696293391121,1064.5922938851015,781.6577981949174,1100.4932686597733,9.36677283807615e-09,1.4638536810845316e-18,1.0998363699886343e-11,7.736365576385528e-27,lognorm
2013-7/304,9,348,3.279542966611932,1.2402526888669738,638.1226284669726,1141.4405566901264,766.396684544052,1138.9210357059599,3.4641292901233586e-08,2.478591864224859e-22,5.6989639115087755e-12,3.549240582237187e-32,lognorm
2013-7/304,10,348,3.2322796934865905,0.5247898451205668,492.3550010452408,542.8300745997317,505.1135094747507,633.918909299453,8.608477349786997e-05,2.4236954205336584e-06,0.00013424044581804493,1.1619017938606005e-08,lognorm
2013-7/304,11,348,3.5579501915708813,2.2369510956692085,931.128655250812,1551.9404383173774,1088.5063276497706,1352.6881931089551,7.809540377578965e-12,2.0567652225458083e-31,4.253900731857419e-18,1.3897108892526723e-30,lognorm
2013-7/304,12,348,4.615038314176245,6.327283400355723,1404.2498536826567,2275.6114221498256,1663.020592912275,1744.1235008387057,2.1693876050399125e-21,1.5898149285567537e-51,2.0657271311979947e-34,4.329758794071677e-34,lognorm
2013-7/304,13,338,4.115187376725838,4.898790198810749,1192.0674908040735,2037.3585233132512,1440.509408606434,1578.0600645443956,4.486794676290458e-16,4.4235611450343355e-43,2.3627119491944706e-27,2.318800153249519e-34,lognorm
2013-7/304,14,336,3.245344387755102,0.5922742300127802,556.9204719823408,605.5428215260348,569.4488279831203,666.8525530688044,0.0011410593292389064,2.3344843123264182e-06,0.000172887583592187,2.6227046479361503e-08,lognorm
2013-7/304,15,336,3.168331916099773,0.5162794378434012,468.76581077036906,513.2627137890954,480.1269256550439,590.3996944635863,0.0005480777039758456,1.7291600769344818e-06,9.435742035816702e-05,5.281654385822523e-08,lognorm
2013-7/304,16,336,3.1814413265306123,0.5197149935507602,454.27294452464184,517.7196912176146,470.8483747373582,623.8077689304035,0.002016608504849875,2.0633127247270935e-05,0.000987629969984306,1.5048385328896405e-08,lognorm
2013-7/304,17,336,3.0915958049886623,0.4856781189012583,372.4463052068754,472.20212448584914,395.3874787799836,666.798472181726,1.793511359722383e-05,9.178429781183242e-06,3.6821409345347046e-05,3.467197083855806e-14,lognorm
2013-7/304,18,336,3.114193594104308,0.48898497691794,421.4722948583051,476.7620942304557,434.5829963792237,601.5741569374459,4.6239914133236645e-05,0.0004168667662562041,0.00012233366033674676,1.1753637951342451e-08,lognorm
2013-7/304,19,339,3.117109144542773,0.5443451746600099,484.6836010129963,553.6998986060798,502.9815558070935,650.7485629113796,5.738724769598161e-05,1.968059610254891e-06,0.00013445787575026285,1.934932240402509e-09,lognorm
2013-7/304,20,342,3.083430799220273,0.44963885976481427,398.57629236768787,427.82553895491657,404.76811227375356,519.2141271612273,4.192425540162167e-06,0.0001363656473540271,1.6296009588188846e-05,2.068506072348259e-07,lognorm
2013-7/304,21,344,3.1029346622369878,0.442114321590949,399.75838427651837,418.6932033054351,403.2724291778376,485.49430442075396,7.959445797068102e-06,0.0003507114025900897,3.331494768146066e-05,1.3402695828330843e-06,lognorm
2013-7/304,22,348,3.171298576902025,0.8633976874394841,620.399242443206,889.3528265983186,694.39174447547,972.3871953583202,1.6486252507162933e-08,2.8485451469463145e-17,3.788570579356004e-11,5.748709170543538e-21,lognorm
2013-7/304,23,348,3.1027093596059117,0.45020345968134357,390.8616995077107,436.13447573194253,402.173467002027,546.6186577503457,0.00030097308572604796,4.621689158873086e-05,0.0007157083236818128,6.103144875539923e-09,lognorm
2013-7/145,0,156,1.5104929792429793,0.1581673556775047,-126.4900593046695,-128.65087477371804,-127.75578808279289,-114.44362151136376,0.0009866324039024944,0.005102574802922592,0.001710452987274366,0.0073563663680193125,norm
2013-7/145,1,156,1.5122786935286938,0.1665058314144224,-113.27069321298399,-112.6213609995918,-113.66644394060108,-92.58877422411467,0.00014028617459670156,0.0011020919769020314,0.00028119885161776445,0.0012517293618158616,gamma
2013-7/145,2,156,1.6795634920634923,0.4895886952869167,135.05980612961696,223.88165538424562,160.90052727470572,242.66913378590323,7.645726193600204e-09,6.424597408924184e-12,5.04361164317604e-10,8.551360252807205e-10,lognorm
2013-7/145,3,156,1.503548534798535,0.15177757233267375,-138.50678083234249,-141.51699861150166,-140.01814642077872,-128.405894135408,7.578306400257119e-06,6.529246742723957e-05,1.5548904128783876e-05,0.0001728897396535217,norm
2013-7/145,4,156,1.5089743589743587,0.17026442288837726,-106.97788645389434,-105.65679558031013,-107.16304688285857,-85.9299304766064,0.006268738884355253,0.030954364430249015,0.0108182037384659,0.004132386244423238,gamma
2013-7/145,5,156,1.5022970085470084,0.15219208763920178,-136.85874161296078,-140.66606595055384,-138.60475905775107,-131.76424899442281,2.1834953297812385e-05,0.0001290823041390017,3.910512665645222e-05,0.007420089086193467,norm
2013-7/145,6,156,1.5020909645909646,0.1548394524762216,-132.9184494924701,-135.28552231439164,-134.216272670649,-122.7869528104319,0.0008528892139964737,0.004858952124648781,0.0015728087439690777,0.0062125778626069385,norm
2013-7/145,7,156,1.503525641025641,0.1534272475237327,-133.81536392200147,-138.14415756434903,-135.72738263205588,-131.54125224595325,1.5934294135698355e-05,9.871523894863623e-05,2.8991404658536467e-05,0.0028024647302174618,norm
2013-7/145,8,163,1.541027607361963,0.3497572506433205,-1.1606059959534178,124.10576710605281,34.336867423102674,187.67362266035366,1.3353512960362159e-05,2.7220725101954747e-11,2.871957273970689e-07,2.1350369319935306e-14,lognorm
2013-7/145,9,168,1.574971655328798,0.5880688429964447,65.28108806611847,302.3771644651065,136.5783745702449,300.52799592510166,5.430093970878315e-10,4.4397791978188064e-20,1.563201522830523e-13,3.86488465033108e-19,lognorm
2013-7/145,10,168,1.5116071428571427,0.14595243354953868,-165.11561041560037,-165.86008751888863,-165.90570104561453,-144.71218804319832,0.000909539020099855,0.0045117789294030495,0.0015555736923236218,0.003388214879550221,gamma
2013-7/145,11,168,1.514937641723356,0.14463806352016592,-167.61104386126425,-168.89963179879408,-168.56855326981943,-149.09618486501682,4.0571718731064005e-05,0.0002771963710385418,7.703194750278869e-05,0.0017884424068929103,norm
2013-7/145,12,159,1.517400419287212,0.14461382479789184,-159.47607272976342,-159.69044703557356,-160.06113775241653,-137.91162751876112,1.4612371989270758e-05,0.00011022693044213272,2.871921250146473e-05,0.0004013602178461366,gamma
2013-7/145,13,156,1.5290979853479858,0.16425680367448195,-130.51983597607688,-116.86432797762458,-127.11981144437704,-52.21742070381117,0.005086137883443332,0.009054195615868184,0.009518129893806595,1.8571063177175848e-05,lognorm
2013-7/145,14,156,1.5099740537240538,0.14765525121681372,-152.24748792270248,-150.10821075046061,-152.08963449276413,-122.81478676883273,0.004191652067370559,0.019656646838208294,0.007128423215594041,0.0015282934680321864,lognorm
2013-7/145,15,156,1.5074786324786327,0.13860177424056055,-167.2923957561191,-169.85009967888683,-168.6095927683685,-153.92916556825602,0.00014321297207187176,0.0006551170549265784,0.00023607446714982803,0.002847334270827078,norm
2013-7/145,16,156,1.5055860805860808,0.14318450583043935,-159.9927206463924,-159.70100134326023,-160.38835202638256,-137.8654115160025,0.00042154578595300066,0.0020077285708063296,0.0007083778338550514,0.002380218015013509,gamma
2013-7/145,17,156,1.5087072649572653,0.14540487409852484,-154.57123079235123,-154.8999336834377,-155.17047613626278,-135.27218037189596,0.009224992780913011,0.03655042554110721,0.014783084269156139,0.004043136685321931,gamma
2013-7/145,18,156,1.5058760683760686,0.14254759398104377,-160.02868582096778,-161.0919324025478,-160.83742067766298,-144.36042327648843,0.0016250301225307492,0.006445501884749083,0.002570853244481279,0.029944404300914274,norm
2013-7/145,19,160,1.5078050595238095,0.14003308260288866,-172.56715551338698,-171.02017496872884,-172.55738302695582,-143.97914303394816,0.010097867252989567,0.03896310669016889,0.01604933609150489,0.00399111445113254,lognorm
2013-7/145,20,168,1.4988095238095238,0.13872495994763043,-184.35607576311878,-182.92468870318513,-184.37043947409185,-157.2431979471409,0.003957647238344691,0.01433175272994286,0.0060772532807529455,0.02166364839822394,gamma
2013-7/145,21,167,1.5015968063872258,0.13725802555269112,-186.41369904190526,-185.36270050378738,-186.5318696211187,-161.291588531382,0.009307632089701779,0.030414956512561986,0.013839057775717565,0.011647544090727645,gamma
2013-7/145,22,150,1.492777777777778,0.13709170581209187,-167.8045035173925,-166.44999751944687,-167.79218834899547,-143.1433027405301,0.0655428783712676,0.11074848475906096,0.09050693519254815,0.005542971060453886,lognorm
2013-7/145,23,156,1.510492979242979,0.1422886789835521,-161.96008948802933,-161.65914598546573,-162.33858263085585,-140.28738708433576,0.021788458115811735,0.06817792669206724,0.03206788311756781,0.006144029959148193,gamma
2013-8/156,0,360,1.504027777777778,0.2288389491771316,1.8970705992321335,-36.17475320637111,-13.383065886298297,-56.34726962487745,1.0904484075539847e-11,5.5811952866697024e-08,2.1336838895924065e-10,2.688169129733714e-05,weibull_min
2013-8/156,1,360,1.5102810846560848,0.2293026578101381,-2.2944993160591167,-34.71725480551031,-15.65586180158207,-48.229871158012436,1.7383468624100676e-09,3.0513909034134777e-06,2.43777445873303e-08,0.0001191235232093125,weibull_min
